step,target,strong_1,strong_2,strong_3,medium_1,medium_2,medium_3,medium_4,weak_1,weak_2,weak_3,weak_4,noise_1,noise_2,noise_3,noise_4
19,-0.5225960585,-0.1923675989,-0.7536090323,-0.5631957002,0.4053601450,-0.0415264411,-1.2052061883,-1.8948895946,-0.4774342763,0.9271840489,-0.4692509569,1.2081217957,0.3238888408,-0.2604768562,-0.9644569040,0.2383136377
20,-0.2080416738,-0.1373832119,1.0952503789,0.3256865691,-1.2298766050,-1.7675253533,-0.4487434965,-0.6941370796,-0.7913486140,0.8278026258,0.4114485790,1.2846984908,0.1986415135,0.0533161052,-1.3984224153,0.5551733727
21,-1.4273396642,0.6111263175,0.8511697108,-0.3708809787,-1.8172673147,-0.8823946815,-0.0603023004,-1.3470434003,-1.5777127364,0.0698104910,0.9112013283,-0.7082390418,-1.4960028664,0.4933394738,-0.0219069332,1.0905516413
22,-1.3236238129,-0.0402645464,0.7143114831,0.2281279774,-1.7128422255,-1.2807720978,-0.6814451115,0.1170412548,-0.2468052370,1.3800839359,-0.0879462444,-1.4990204550,0.3279050163,0.1900156430,0.5113777452,-0.7351629632
23,-0.9801467955,2.2301738392,-1.2934329669,0.2562266736,-0.1162150948,1.7499662213,-1.2462206904,1.3280207744,0.6963071205,1.0805795833,0.9620492548,-0.5159179703,0.0716159713,1.2873882758,-1.3596416739,0.2478219072
24,0.8357155543,1.4389610648,-1.0022880757,-0.6791864910,0.7524241078,1.1586108289,-1.3556164433,-0.8690686163,-0.1110947074,1.9631582098,0.7589990408,0.2402892461,0.3296489198,-1.6955636393,0.9692379644,0.7130734421
25,0.4740703326,0.0866918077,0.8219455744,0.9072095386,0.7817111443,-0.5409078718,-1.0261705891,-0.8899914981,-0.9461963777,0.4560915054,-1.1417604037,0.4320074737,-0.6580621658,-0.0627112071,1.9388146675,0.9915873193
26,0.6852156292,0.9986287867,-0.8940747110,0.4165051566,0.9269342949,-0.2908531306,0.7089991965,-1.3008666889,-2.0098652127,-1.0874760096,-1.6241917087,1.2353208345,2.1730481414,0.3345953741,1.8427039980,1.7795594902
27,1.6567971911,1.7053722197,1.2408087702,-0.9089260371,2.3116277124,-1.2335306391,-1.0372738263,-1.2182988638,-0.5756420312,1.1416317032,-1.6595365389,-0.1792390861,-0.4244717836,-0.9440221577,-0.2475264874,-0.0400200360
28,1.6508509767,0.7398852528,0.0405116843,-0.7663093112,0.2170122497,-1.0265976237,-0.1327119455,0.2493319593,0.0111239254,-0.8702436510,0.2126367873,-1.7232024923,1.4905018959,-0.3319538979,1.3315630638,-1.3020360987
29,1.5989232984,0.2989117201,1.8508660194,1.6409245011,0.2026312081,0.1921109020,-0.5443334111,-0.2927210487,1.8294145104,0.0788494325,-1.0104935646,-2.1167291709,-0.9795451617,1.3657830267,1.6526333258,0.3298988164
30,0.8258346006,0.2499813099,-0.7501162936,-0.1948236140,0.3000255768,1.4756687825,-0.2861311647,-0.7321576161,1.1695400677,-0.4185654610,0.3696166365,-2.6001817156,-0.8684890944,-0.4237103669,0.9054903636,0.4330248458
31,1.6125257000,0.2260842609,-0.6833297150,1.0721866601,-1.3045941186,1.1188621055,-0.5411794323,-0.4800593023,0.6772857869,-0.7703318294,1.3898637821,-1.5158381113,-1.5262853555,0.1717748611,0.7024518601,0.4845484103
32,0.3831408371,-0.1551931653,-0.0521610142,0.4047291465,-0.1537716124,0.8764533959,0.2425552576,-1.3909588645,-0.9848160933,1.1842707797,0.5039321752,-1.5296598954,-0.3590492216,-1.3860089321,-0.1972107931,0.0311295564
33,0.2834686836,-1.0177836122,2.4695488330,-0.0464975147,-0.9270171624,1.4015272485,0.3325099313,-0.2638312655,-1.7361832384,-1.5243483521,-1.7585348503,0.6368617608,-1.3623652385,0.7582376943,-0.5874866246,0.7406236764
34,-3.6435308492,0.3368499205,0.2468839399,0.2975958074,0.8171262712,-0.3378885064,1.0618053661,-0.7625912223,0.6693542929,-0.7706502354,-0.3115267899,-0.8345059887,-0.1274864475,0.3638216042,-0.6173086092,1.6778701571
35,0.3975661172,0.2770738275,-1.7483716746,-0.8876272654,-0.8223572905,-0.7309795004,0.9114178401,0.7389755734,-0.8734830660,-0.1880650463,1.5192737896,0.3793076361,1.4785293034,0.9006867182,-0.3583049069,1.0320418074
36,1.4380529058,0.6370683401,0.2256728207,-1.8070086890,-1.6380574660,-0.7389044251,0.9194921592,0.7617802762,-0.0418754454,-0.1231829608,0.7941331122,-0.0635598143,-0.4763579338,0.3762629791,1.3351414431,0.7870416906
37,-1.1789825113,1.3342071871,-0.7077280625,-1.2451227727,-1.4602581614,-0.6859960777,1.7617417542,0.2377765150,0.4089855216,-1.5403974375,1.7685014082,0.4940674482,1.4569633136,1.0585953693,-0.6906157123,0.2042997198
38,1.5454179520,0.6046131539,0.2761427069,0.2079426811,-0.0490582107,-0.7319089872,0.9679797606,-0.4864898942,0.5798835929,1.2727917371,1.8891632316,0.7066119766,0.2582064662,1.6250904937,-0.6597416127,1.5410088527
39,1.7252562208,1.8710475655,-0.6462444906,-1.7710246604,-1.5271213215,-0.3312427086,-0.8075602879,0.3481585014,-0.9224141351,-0.6336884457,-1.1279972130,-0.5940556998,-0.7834604042,-0.1985465990,-1.0295347919,1.8781047276
40,-0.1731855561,1.0518750749,0.7203102374,-1.3510442177,0.1746481540,-1.3321610572,0.1177102101,-0.5943717510,2.0564518070,0.7483007995,0.2139084317,-0.2071812417,0.3904005103,-0.6648166115,-0.5133878315,0.7628032379
41,1.4978624729,2.3254238414,-0.2297852896,0.6495480974,-0.3349375471,-0.0494924439,0.3846667948,0.4581727423,1.9492002446,1.5715798924,-0.8747358484,0.8823636428,-0.0111529781,0.1150728659,0.6915840313,-1.8937644828
42,1.9581316734,-0.6489958292,0.7943764291,0.3082108642,0.2298969697,1.7504153737,-1.2113258511,0.0533261494,2.0407403351,1.0604340816,1.8738511398,2.4531217952,0.1903164730,0.3691025360,0.8207590402,-1.1820938178
43,-1.9540157627,0.2411543978,1.2752547285,0.9410968244,2.7581826807,1.4716638001,-0.3837835843,0.7178679076,-0.3411239148,0.3641607255,-0.4732692631,1.2957970694,0.0121276425,1.0132783743,-0.2392046677,0.4233340359
44,-0.4513053159,1.2952266346,0.3770438004,1.8593535018,2.2177902438,0.4044743124,-0.1667347291,0.3645963006,-1.2118781214,0.4299193387,0.8389584566,2.0989278408,0.5741050566,-0.9242313270,1.0240304535,0.4214796445
45,1.7795674914,0.7674117715,-0.0822727399,0.8275677343,-0.3265328994,0.4049875176,-0.3847585421,-0.2604418376,-0.1587517104,-0.2481621151,-1.1409993317,0.0763624291,0.8843289338,-1.0381430650,0.6505973426,1.2993538274
46,0.9479214609,-0.9216221752,0.3283205921,-1.7254130506,2.3020616816,0.3780925097,0.4779178448,0.7695076737,0.5922196382,0.8021216569,-2.8252841407,0.6832007984,-1.6701027423,0.9253381358,-1.6638460806,0.9922353399
47,-1.1131590155,0.1555791601,-1.0478148008,-1.0937029612,0.7442627471,-0.5126283742,-0.1538449329,-0.0999662749,0.8501609169,1.1870223089,-2.5093199726,0.8295968369,0.7930224491,-1.0742630199,0.7112907026,-0.0200032558
48,0.0292861365,1.1566694184,0.8590919632,-0.4516754412,1.0574949975,0.2829074243,0.8880642062,1.2309871677,1.1854568341,-0.4921852535,-0.7038812235,0.6738499170,0.5484009958,-0.2731386188,0.2685914890,0.3718412442
49,0.8799040455,-0.7190938542,0.2033388706,0.9589125155,-0.9861393444,-1.9639904561,1.8907582028,0.4067254524,0.9747255192,0.0695334781,-1.2208592186,0.4795439123,-0.6875037263,-1.1032529714,-1.1912799781,0.1450897275
50,1.0884661399,-0.5073365201,0.2299090569,0.1044618923,-0.0753668627,-0.2730626252,0.5799377481,0.9551064334,0.1766933375,0.0251323078,-0.4338163784,-1.1477931786,-0.2232326248,-1.0236458941,1.0951531780,-0.8957262895
51,-0.5248301143,-0.9091234523,0.0572454261,0.2832390166,0.0038800023,-0.3699838101,-0.0280732471,-0.2421010912,-1.3033069289,-0.0113713375,1.6292283860,-1.3394594431,0.6532156639,0.2298118666,1.9743604120,0.9453839117
52,-0.8369210371,-1.2893435448,-0.2867681815,0.7409539535,-0.2535952719,-0.1455130710,-0.8819805699,0.2401458243,2.0282417146,-1.0204197139,0.9603632880,-0.9863762935,-1.4661969368,-0.4476352194,-0.9836879718,2.3083220482
53,-0.1988236892,0.4891124545,-1.6591877698,0.1758276411,-0.2331573207,-0.0691906427,1.2675617192,1.5401192951,-1.0562262871,1.5383464563,-0.4541330889,0.0942049001,-0.8123900526,1.5226926634,-0.3828669135,-0.0931575028
54,0.9550790823,0.0928343881,-0.6318909348,-0.9192173451,-0.1516546136,-1.1131857802,1.7587563446,-0.8254158242,-0.8569028542,1.1826402685,-0.5250791279,-0.7161914460,-1.4496762125,2.9925459630,-2.8081805493,0.1159044217
55,0.7146760432,-0.1374761337,0.2404090889,0.2132982884,-2.3169955341,0.1780795242,-1.3332303194,-1.4177535137,0.0185953390,0.6315825843,-0.3276151846,-0.6638995488,-0.4457631574,0.5397587191,-0.8900084862,0.4079529735
56,-2.1931258865,1.1300804383,0.2693626110,-0.3315267471,-1.4936382988,0.0596333372,0.9205239379,0.0267941670,-0.7715039743,-1.0131682770,-0.9796201535,1.5237875531,-0.5949384187,2.0232485591,-0.7302618717,-0.1361792539
57,-1.0263717870,-0.3833326502,-0.8014575844,1.3073603305,-1.5700829454,-0.0245803639,0.7004187994,0.5588496469,-0.1266981309,-0.4302287702,0.0441187317,-0.7251225866,0.2278839067,0.0420084808,1.3526127377,1.3124291915
58,0.8279389132,0.6992964034,-0.9598119641,-0.6162980928,-0.0495807217,0.3338057450,-0.7273729957,-0.2752347778,-0.0999535529,0.0306759081,1.3159389277,-0.6806935574,0.2307331907,1.2206186107,-0.3027453111,2.1872064959
59,0.1310372456,0.5284946388,-0.9487151599,1.0280797544,1.1461873661,-0.3647643743,-0.7624070744,0.4791452502,-0.1580998011,-0.3672726123,0.9194866614,0.9184351061,-0.5156776729,-0.8973944901,0.0418676804,1.3275480564
60,2.7357790938,-0.3848922203,1.1507553936,0.3134880988,-0.3297716054,-0.3268110201,0.2021947748,2.0761617069,-0.8952717609,-0.2437607700,-0.4209172887,-2.4075384138,0.0661268179,-0.0207991932,0.2091047034,1.1835862276
61,-0.6316656211,-1.0942822580,-0.0527903023,-0.7606812029,-0.9400510177,0.1358346760,-0.2060811261,2.5316955613,-1.9719680028,-3.6762626770,2.3883245012,0.3581326545,-0.4020049473,1.4549857211,-0.6255357102,-0.5457710112
62,-2.0749176970,-1.9092782242,-2.2633842981,1.3958151109,-0.2650220359,-0.4845624287,0.0188987410,-0.2164913986,-0.0917562035,-0.5897563606,1.4089509554,0.7346448123,-1.1260032579,0.3388025711,-0.3013460960,0.8057237303
63,0.0547488473,0.5120719572,0.1214532091,-0.5245242663,-0.7998721247,0.8456128912,2.0824406183,0.7423238410,0.0274067749,-0.5155923968,-0.3902323846,-0.6500320104,-0.0996218530,0.1910177178,-0.6805095785,1.1050763431
64,-0.4625416469,0.3593620156,1.0104755174,1.7879714203,0.3874021597,0.7750761107,1.3186729874,0.0860483148,-0.5112350298,-0.3385261993,-0.5310031213,0.6382798104,-1.5732538676,-0.0147979695,-2.4139600048,0.5616131970
65,0.4921252597,1.1939218024,1.7171953851,1.7106239631,0.6125544916,0.6547247978,0.1174405964,0.2878573520,-1.6390263453,-2.0928435810,0.7932645417,-0.7822738283,-1.2345163430,1.9876208453,-1.0602269921,-1.2028871847
66,0.8800497030,0.4090614114,1.5618477670,-0.0225624860,0.6127478069,-0.2303545677,-1.0476743385,-0.1663049940,-0.2062482222,0.8360692455,-1.5148525806,-0.3913313870,-0.9334917345,-0.3717339799,0.2371617265,-0.3434103085
67,-1.9652252235,1.3728416881,-1.0615737466,0.5171236558,0.8220169837,0.5402252288,-0.2794075359,2.6253601224,0.0126859244,-0.6776481863,0.0327254964,-0.8997190774,0.5248260979,0.0865036444,-0.4452392919,0.1505043422
68,1.2617578570,1.2528036883,0.8455316082,-0.6603370713,2.0737871267,0.8808142501,-0.2691607825,0.5166270910,-0.0820136235,0.3511312674,1.0781477696,-0.5403765311,-2.0160111570,1.5759430239,0.3205653461,-0.3649666068
69,1.3214148694,0.0020612909,-0.6762851296,1.3113404273,0.7944322983,2.8848735333,0.2841707871,-0.3180890043,0.2191938250,1.4794671325,2.3930094501,1.1552905161,-2.4084001495,1.5706380181,2.4195889054,-0.7759827548
70,1.0119624566,-1.5636735731,0.9568472983,0.8650514097,0.3865470812,1.7163497724,1.0219366767,-0.2685036491,0.1901476410,0.8627355564,-0.9364833879,0.8657042630,-0.4480119763,0.5983580274,0.1251399906,-0.6028043081
71,-1.3109738390,0.1221178026,-0.0071491122,1.2455025081,0.6004041810,-0.0286708197,-0.7883409130,0.1282923350,1.0233105302,-1.2457470805,0.5996587353,0.5305664215,1.1970024114,0.5571202935,-0.9984537194,1.1121079151
72,0.6884610593,0.6097869388,0.7025179711,0.2486887813,-0.5930082165,1.8234445344,-0.3490815986,-0.4229481479,-0.1071904570,-1.4241595083,-1.7343917834,0.6856054790,-1.2284963875,-0.8153810725,1.1313657438,-0.2990228222
73,-1.2067179433,0.1274520333,-1.1893727353,0.8334537014,-1.5617964004,-0.4002646686,0.4986350004,0.3175809635,1.6002961190,-0.6998264296,0.0321534342,0.2762185433,-1.8474500563,0.7006572963,0.1833633818,-0.7199254510
74,1.2623982772,0.3335692918,0.5933375259,0.4526402490,-0.7879693836,-0.9378254184,1.1776588145,-1.2770287497,0.2449629027,-0.4061818717,0.9397430352,0.0742395746,-0.3160453949,0.0342864092,-1.0981623356,0.2227955834
75,1.7849947947,2.1570901879,0.9876591571,0.2668082243,-0.8829548348,0.3427014396,0.2483000561,0.2400760262,2.5722504895,-0.2769169279,-0.2194345367,0.1191335318,-2.4644820270,0.6559123973,-0.2307190504,1.1762183120
76,2.2761463460,-0.1442234554,0.4009967806,-0.1504251079,0.3774121213,1.4122188903,0.3871403966,0.6439628088,0.4501989798,-0.5820772042,0.5644597166,0.4382806002,-0.7854253355,-0.6960635374,-1.2441800989,-0.5647222479
77,0.5401710101,1.6370000902,0.1395457938,0.9016169742,0.4255514408,-0.9317931348,-1.1172832204,-0.6221957166,-2.1012590103,0.2408834099,0.7008687897,0.9480263023,1.2246079168,-1.5589849933,0.8796888655,-0.1339991348
78,1.9416355445,1.3251145923,1.1489185794,2.0737943656,0.7483685133,-0.2038980523,-0.1025722403,-0.9947012231,-2.3818930054,1.0887862669,1.1501850538,1.2474079713,0.5115895403,0.0396414173,0.3897172310,1.9538695611
79,1.9910711040,0.0503993558,-0.9611402042,0.0912104260,1.4825990434,0.0289982905,-0.7145428863,-0.3084943222,0.6631868999,-0.3704142566,0.3186329987,-0.9529337056,-0.0347939397,0.0189220857,0.9983275530,-0.2599396769
80,1.4358401924,-0.3126156557,0.8285169417,1.0262640480,2.1028297060,-1.0455873909,1.8620798874,-0.6718008001,0.4585765805,0.2924111874,0.7695814899,-0.3236597120,-1.0809933776,-0.3810298453,0.8411069865,0.6138682584
81,2.5387521610,0.6903898372,2.1375158505,-0.4320000994,0.6647835870,0.5079771098,1.3794509946,0.1563277435,-0.0259458931,0.5977589800,0.6754952778,1.6447871224,0.0766298627,-1.4224479372,-0.0775803443,0.8472218157
82,0.1702647496,1.4934677731,-0.3800719597,-0.3268569721,0.3522934977,0.8198974796,0.3249447295,-0.6163015043,-0.5885085430,0.7385677889,-0.0295435352,0.2852488251,1.0515545660,-0.9168202604,0.7033099407,0.2114688323
83,0.7726699135,0.2687679103,-0.7122225088,-0.6315363783,0.4278715241,-1.4604290814,0.0512120599,-0.5815652337,0.4832278265,-0.8192729215,-0.1165039275,1.4564562555,0.7944730896,0.5127525152,1.3134903827,0.8242036264
84,2.2438907857,-0.3787617536,0.4365631607,1.8883918880,0.4452862408,0.0603489243,0.8606756028,0.6960620620,0.2116599931,0.3723357074,-0.7241952822,-0.0111895201,1.1148606350,0.5587808645,0.6696003133,-1.3317043369
85,1.0983223713,-1.2845094797,-2.0213634226,-0.0453230583,-1.5204563438,1.7332278989,1.4722981764,-0.9956286728,-0.4833776344,-0.8677145197,-1.9406623363,0.2688875868,-0.0006661931,0.7191056453,-0.7000656245,1.2312092914
86,-0.1188392199,-1.1165767724,0.7406153704,0.2000972925,1.6962690746,0.4328829904,0.4601327656,-1.4176353365,0.9065388893,-1.5970888781,-1.1865015202,0.0108648551,-0.3966101073,-0.7800551004,1.1404770997,-0.0218080542
87,0.2783896922,0.2039103221,0.4994184928,-0.3940763075,-0.7088267710,0.9690085107,0.3419477742,1.3404323421,-0.1981663419,-1.3653514804,0.2675156038,1.0597411499,2.0691595620,0.7468126918,-0.3513021596,-0.3646067767
88,-1.7704776637,0.1213510407,0.0272581867,0.0954162921,-0.9433906174,0.1936533320,0.0106086047,2.0755140810,-1.1033354669,0.2918183925,0.4764833694,1.1224704569,1.7737927514,0.4004631976,-1.3869051755,0.2182476540
89,-2.9466734215,0.9179092913,0.9898523919,-0.9935507643,-0.0461077676,0.2048184777,1.8000480475,1.4371647842,0.7610286462,0.3598165320,-0.6898785825,-0.5926473820,0.5438271021,1.2745350991,1.5557977802,1.4415676577
90,-1.6664867929,0.2065474902,0.9684044015,0.6072832205,0.8152757044,-1.0825736059,-0.7605049665,0.8354855733,1.1989456430,-2.2173437474,-0.2089741018,-1.3439299017,-0.4718356313,0.6874894722,3.2699655326,0.2475175120
91,0.5426558322,1.5111671390,1.0058265423,-0.1843061465,1.3518853182,-0.0302096224,0.3125510695,0.1558812441,0.4678637220,-0.8402250449,-0.5032035169,-1.1133996381,-1.5804684376,-0.2666693177,2.1031572627,1.7361210683
92,1.4999174247,1.1367804634,-0.8898684534,0.8931118845,0.7262961611,0.7586560787,-0.1097987016,0.9520885869,-0.2071059186,-0.1943971083,0.1226094616,0.0924732288,-0.2272944700,-0.4713265261,0.9586531080,0.4351945177
93,2.2878643543,-0.6772308155,-0.4514473590,-0.4272004428,0.1100020079,0.2438066672,-0.8175952580,-0.7713203334,0.1723844235,0.9605503561,-0.1820415817,-0.8291921799,-0.5782912209,-1.1028152820,0.6919705481,0.4725804166
94,-0.2821245769,1.2631499983,-0.1336714152,-1.3929040221,-0.1759272719,0.4798559070,-2.0871191517,-0.3332160693,0.9926395339,-1.9285824164,1.3934356497,-0.6145267986,0.0072393837,-0.2386266995,0.6059471096,-0.3720662815
95,0.0326206789,0.1017559332,-0.4149207975,-0.8659260110,-0.1446090006,-0.4960629426,-0.3846479951,-0.6026122346,0.1451788367,-0.1772280974,1.4915268640,-1.9310584578,0.4943026456,1.1094844574,0.8846786001,-0.4328002102
96,0.3992131834,-1.4689403671,1.0732133267,0.7168887348,1.5245992080,2.1659224100,-0.9737094783,-0.4184465319,0.0694446260,2.2895665148,0.5454937588,0.5619093906,-0.0333299109,0.0236934674,0.7535130613,-0.1337854873
97,-1.5599123339,-0.4481532033,-0.1573974502,-2.2350310935,1.9972248404,-0.2784056174,0.3339456851,-0.6365113390,1.1753079267,-1.3878106833,0.9984703850,0.6692089619,2.0261174126,1.0130287051,-1.3592069179,0.2312581299
98,-0.2722069719,-1.3722485185,0.4609056616,0.0293668885,-0.0275025130,1.3356793483,-0.0995419101,-2.2117105519,-0.8097452128,0.9446038900,1.4966142525,0.7798063756,0.8371116619,0.7981789521,-1.2038235212,-0.9476484859
99,-2.0233559866,0.6333129634,0.6113330238,0.3120988308,-0.8548012575,1.6436060210,-0.6003489806,0.1655093260,0.4334176455,1.2313990942,2.3388710500,0.4174051846,-0.0465454925,1.0018000595,-0.2827804177,1.5065220024
100,-1.1991107963,-0.1029106921,-0.9979264149,1.2171153177,-0.0641528487,0.1664825186,-0.0965137740,0.5241771915,-0.7158754224,0.5217739440,1.8020527775,1.8924482272,0.4900115068,1.6272236374,-0.0617729902,1.2079814960
101,0.1953665616,-0.0267574006,-0.4837732752,-1.2172560765,-0.4434448492,1.8441576783,-0.9918337677,-0.1440945652,-2.3996776676,-0.9872406397,0.8138692689,-0.5093606413,0.7078029991,-0.1071983708,-0.4860238688,0.2048710393
102,-1.8414615756,-0.8657059774,-0.5503731012,2.9265557276,-0.3537850143,1.3150320248,-0.7400345742,0.5063238866,-1.8352773890,-0.6115677044,-0.4763323770,1.0396739602,-1.2210342902,1.1308156180,0.6511899710,-0.5034119933
103,-1.0849495425,0.0720251714,-0.5175785782,2.0444132569,0.5171329537,-0.3251667229,0.7595341169,0.5140837476,0.0732905217,0.4121756661,-0.7410973894,-0.6254629241,1.0426485497,-1.3399110411,0.5212876799,-0.3457122609
104,2.0247712289,1.0793606373,0.5882894282,-0.0431207050,2.5499584983,1.2224556960,-0.4143068819,0.7931346954,2.6733953850,0.6995680307,-1.8195677110,0.2796414817,-1.4001786644,0.2471232231,0.8714874139,1.3270367656
105,1.4867777218,0.4864004530,-0.0130571353,-0.2684031996,1.3055865464,1.0134672350,0.6560188296,-0.1467228631,0.9509284536,0.6432939644,0.1143663755,0.5074423236,-0.8612567574,-0.4242289601,-0.0771165826,1.5791002510
106,0.7086263623,1.2842539532,-1.4692735087,0.9603929673,-1.1203492209,-0.5805214516,0.1496256532,0.2284164694,-0.9740062702,0.5465975956,0.0598037223,1.6647831683,0.4058008449,-1.7859063812,-0.1892174595,-1.1899325205
107,1.8648447755,1.8119634428,0.3135735143,0.7677018650,0.0766551031,-0.7960438387,1.2217307389,-0.5780122369,-0.2440151537,1.1104570474,-0.2278152821,1.3173648320,-1.1292545699,0.8532691445,-0.0749855612,1.7690305993
108,2.6402978458,-0.5021472531,-0.8290549014,-1.0658255629,-2.1282452207,-0.2404531171,0.5790331906,-0.5255173139,0.9281586512,0.2510121522,-1.2483362710,1.1965070061,0.2545038871,0.4087828399,0.5472505975,2.4124354867
109,0.1806017827,0.0217623666,-2.1583076836,-1.8646519410,-0.6209182336,0.0414516140,1.4008479582,0.0026463535,-0.4506853885,-1.4674977379,1.0368202286,0.8463479889,1.4436915691,0.0622019373,0.6422935974,0.1614093136
110,1.1953693645,0.1059943724,0.0216565250,0.1775247583,-0.4596865004,-0.0217586317,-1.9066464098,0.5783578094,0.3525348934,-0.3739448167,-0.1149022100,0.6929456544,-1.4992545893,0.3348142279,0.7226907079,-0.3214816685
111,-0.7211651813,-0.0287503381,-0.1261017667,-0.5521865417,0.0916784060,0.1865150437,-0.8255516612,0.3967012159,-1.1763232030,-0.6766368224,-0.0161503374,-0.0463496975,0.7984795198,0.4718976214,-0.8918388865,-0.5825718938
112,-0.6437912546,1.0825199990,0.1742834973,0.3037152662,0.5914784699,-0.5977183492,1.7821777551,0.9331963086,-0.8506512559,0.2036490076,1.4564621152,-1.0391022760,1.3092322542,-1.7741935771,0.3577995976,-1.6053206305
113,1.2659702875,0.4832158866,0.6127410488,1.2305533473,-0.6049525652,1.4898285874,-1.0956252760,1.7273312257,-1.3504650154,-0.7403139650,0.5621119326,-1.6689849359,-1.2005816061,-0.6433146897,-1.7039403507,1.1958634560
