seed,step,truth_coefficient,static_weight,dynamic_weight,dynamic_lag,window_start,window_end_exclusive,sample_count
101,567,0.5606145251,0.3013213664,0.6728167661,2,447,567,118
101,568,0.5634078212,0.3013213664,0.6689005514,2,448,568,118
101,569,0.5662011173,0.3013213664,0.6728174415,2,449,569,118
101,570,0.5689944134,0.3013213664,0.6678253859,2,450,570,118
101,571,0.5717877095,0.3013213664,0.6551606906,2,451,571,118
101,572,0.5745810056,0.3013213664,0.6565265533,2,452,572,118
101,573,0.5773743017,0.3013213664,0.6566726905,2,453,573,118
101,574,0.5801675978,0.3013213664,0.6577309445,1,454,574,119
101,575,0.5829608939,0.3013213664,0.6647877756,2,455,575,118
101,576,0.5857541899,0.3013213664,0.6564298847,2,456,576,118
101,577,0.5885474860,0.3013213664,0.6551729503,2,457,577,118
101,578,0.5913407821,0.3013213664,0.6552916589,2,458,578,118
101,579,0.5941340782,0.3013213664,0.6579398984,2,459,579,118
101,580,0.5969273743,0.3013213664,0.6540460041,2,460,580,118
101,581,0.5997206704,0.3013213664,0.6554076774,2,461,581,118
101,582,0.6025139665,0.3013213664,0.6663487277,2,462,582,118
101,583,0.6053072626,0.3013213664,0.6670632277,2,463,583,118
101,584,0.6081005587,0.3013213664,0.6695500869,2,464,584,118
101,585,0.6108938547,0.3013213664,0.6708939468,2,465,585,118
101,586,0.6136871508,0.3013213664,0.6667932096,2,466,586,118
101,587,0.6164804469,0.3013213664,0.6721265054,2,467,587,118
101,588,0.6192737430,0.3013213664,0.6742158079,2,468,588,118
101,589,0.6220670391,0.3013213664,0.6828661408,2,469,589,118
101,590,0.6248603352,0.3013213664,0.6830328988,2,470,590,118
101,591,0.6276536313,0.3013213664,0.6851292062,2,471,591,118
101,592,0.6304469274,0.3013213664,0.6852455054,2,472,592,118
101,593,0.6332402235,0.3013213664,0.6773261723,2,473,593,118
101,594,0.6360335196,0.3013213664,0.6718495270,2,474,594,118
101,595,0.6388268156,0.3013213664,0.6805592244,2,475,595,118
101,596,0.6416201117,0.3013213664,0.6918360926,2,476,596,118
101,597,0.6444134078,0.3013213664,0.6867531083,2,477,597,118
101,598,0.6472067039,0.3013213664,0.6874082492,2,478,598,118
101,599,0.6500000000,0.3013213664,0.6873640597,2,479,599,118
103,510,0.4013966480,0.2975718460,0.5822048548,2,390,510,118
103,511,0.4041899441,0.2975718460,0.5813275079,2,391,511,118
103,512,0.4069832402,0.2975718460,0.5841795660,2,392,512,118
103,513,0.4097765363,0.2975718460,0.5862364873,2,393,513,118
103,514,0.4125698324,0.2975718460,0.5887885504,2,394,514,118
103,515,0.4153631285,0.2975718460,0.5839351019,2,395,515,118
103,516,0.4181564246,0.2975718460,0.5852017530,2,396,516,118
103,517,0.4209497207,0.2975718460,0.5935414406,2,397,517,118
103,518,0.4237430168,0.2975718460,0.5903878577,2,398,518,118
103,519,0.4265363128,0.2975718460,0.5972346439,1,399,519,119
103,520,0.4293296089,0.2975718460,0.6068725853,2,400,520,118
103,521,0.4321229050,0.2975718460,0.6106508465,2,401,521,118
103,522,0.4349162011,0.2975718460,0.6081720375,2,402,522,118
103,523,0.4377094972,0.2975718460,0.6008624756,2,403,523,118
103,524,0.4405027933,0.2975718460,0.5949869089,2,404,524,118
103,525,0.4432960894,0.2975718460,0.5887347402,2,405,525,118
103,526,0.4460893855,0.2975718460,0.5805725229,2,406,526,118
103,527,0.4488826816,0.2975718460,0.5877138453,1,407,527,119
103,528,0.4516759777,0.2975718460,0.6079989399,1,408,528,119
103,529,0.4544692737,0.2975718460,0.6177776112,2,409,529,118
103,530,0.4572625698,0.2975718460,0.6143809131,2,410,530,118
103,531,0.4600558659,0.2975718460,0.6133992044,2,411,531,118
103,532,0.4628491620,0.2975718460,0.6222755730,2,412,532,118
103,533,0.4656424581,0.2975718460,0.6225505520,2,413,533,118
103,534,0.4684357542,0.2975718460,0.6227824497,2,414,534,118
103,535,0.4712290503,0.2975718460,0.6234931903,2,415,535,118
103,536,0.4740223464,0.2975718460,0.6235837124,2,416,536,118
103,537,0.4768156425,0.2975718460,0.6194388813,2,417,537,118
103,538,0.4796089385,0.2975718460,0.6210119471,2,418,538,118
103,539,0.4824022346,0.2975718460,0.6178788342,2,419,539,118
103,540,0.4851955307,0.2975718460,0.6219101760,2,420,540,118
103,541,0.4879888268,0.2975718460,0.6303685237,2,421,541,118
103,542,0.4907821229,0.2975718460,0.6198342280,2,422,542,118
103,543,0.4935754190,0.2975718460,0.6246107506,2,423,543,118
103,544,0.4963687151,0.2975718460,0.6277362271,2,424,544,118
103,545,0.4991620112,0.2975718460,0.6333209551,2,425,545,118
103,546,0.5019553073,0.2975718460,0.6347032320,2,426,546,118
103,547,0.5047486034,0.2975718460,0.6349079026,2,427,547,118
103,548,0.5075418994,0.2975718460,0.6326107004,2,428,548,118
103,549,0.5103351955,0.2975718460,0.6318666490,2,429,549,118
103,550,0.5131284916,0.2975718460,0.6304356431,2,430,550,118
103,551,0.5159217877,0.2975718460,0.6318362647,2,431,551,118
103,552,0.5187150838,0.2975718460,0.6315522923,2,432,552,118
103,553,0.5215083799,0.2975718460,0.6373439698,2,433,553,118
103,554,0.5243016760,0.2975718460,0.6473070537,2,434,554,118
103,555,0.5270949721,0.2975718460,0.6453791071,2,435,555,118
103,556,0.5298882682,0.2975718460,0.6428688401,2,436,556,118
103,557,0.5326815642,0.2975718460,0.6446500228,2,437,557,118
103,558,0.5354748603,0.2975718460,0.6566142290,2,438,558,118
103,559,0.5382681564,0.2975718460,0.6655003182,2,439,559,118
103,560,0.5410614525,0.2975718460,0.6694478682,2,440,560,118
103,561,0.5438547486,0.2975718460,0.6702700627,2,441,561,118
103,562,0.5466480447,0.2975718460,0.6686199131,2,442,562,118
103,563,0.5494413408,0.2975718460,0.6682842987,2,443,563,118
103,564,0.5522346369,0.2975718460,0.6721303275,2,444,564,118
103,565,0.5550279330,0.2975718460,0.6744263128,2,445,565,118
103,566,0.5578212291,0.2975718460,0.6762203317,2,446,566,118
103,567,0.5606145251,0.2975718460,0.6737765801,2,447,567,118
103,568,0.5634078212,0.2975718460,0.6768723740,2,448,568,118
103,569,0.5662011173,0.2975718460,0.6798403783,2,449,569,118
103,570,0.5689944134,0.2975718460,0.6899219115,2,450,570,118
103,571,0.5717877095,0.2975718460,0.6969808064,2,451,571,118
103,572,0.5745810056,0.2975718460,0.6980379902,2,452,572,118
103,573,0.5773743017,0.2975718460,0.7092557155,2,453,573,118
103,574,0.5801675978,0.2975718460,0.6995313756,2,454,574,118
103,575,0.5829608939,0.2975718460,0.6875932679,2,455,575,118
103,576,0.5857541899,0.2975718460,0.6976010163,2,456,576,118
103,577,0.5885474860,0.2975718460,0.6910132495,2,457,577,118
103,578,0.5913407821,0.2975718460,0.6799174828,2,458,578,118
103,579,0.5941340782,0.2975718460,0.6842504828,2,459,579,118
103,580,0.5969273743,0.2975718460,0.6866673455,2,460,580,118
103,581,0.5997206704,0.2975718460,0.6838631735,2,461,581,118
103,582,0.6025139665,0.2975718460,0.6807526699,2,462,582,118
103,583,0.6053072626,0.2975718460,0.6810565476,2,463,583,118
103,584,0.6081005587,0.2975718460,0.6815301867,2,464,584,118
103,585,0.6108938547,0.2975718460,0.6816085045,2,465,585,118
103,586,0.6136871508,0.2975718460,0.6878486516,2,466,586,118
103,587,0.6164804469,0.2975718460,0.6893260738,2,467,587,118
103,588,0.6192737430,0.2975718460,0.6860987477,2,468,588,118
103,589,0.6220670391,0.2975718460,0.6788447566,2,469,589,118
103,590,0.6248603352,0.2975718460,0.6840694911,2,470,590,118
103,591,0.6276536313,0.2975718460,0.6832799713,2,471,591,118
103,592,0.6304469274,0.2975718460,0.6872436868,2,472,592,118
103,593,0.6332402235,0.2975718460,0.6806478447,2,473,593,118
103,594,0.6360335196,0.2975718460,0.6698044943,2,474,594,118
103,595,0.6388268156,0.2975718460,0.6624661970,1,475,595,119
103,596,0.6416201117,0.2975718460,0.6728955468,2,476,596,118
103,597,0.6444134078,0.2975718460,0.6805129113,2,477,597,118
103,598,0.6472067039,0.2975718460,0.6835676925,2,478,598,118
103,599,0.6500000000,0.2975718460,0.6844932966,2,479,599,118
107,510,0.4013966480,0.3510622577,0.6569033307,1,390,510,119
107,511,0.4041899441,0.3510622577,0.6567294711,1,391,511,119
107,512,0.4069832402,0.3510622577,0.6583573876,1,392,512,119
107,513,0.4097765363,0.3510622577,0.6596265915,1,393,513,119
107,514,0.4125698324,0.3510622577,0.6569368928,1,394,514,119
107,515,0.4153631285,0.3510622577,0.6551819186,1,395,515,119
107,516,0.4181564246,0.3510622577,0.6507822547,1,396,516,119
107,517,0.4209497207,0.3510622577,0.6504223399,1,397,517,119
107,518,0.4237430168,0.3510622577,0.6533543182,1,398,518,119
107,519,0.4265363128,0.3510622577,0.6477997051,1,399,519,119
107,520,0.4293296089,0.3510622577,0.6314777599,1,400,520,119
107,521,0.4321229050,0.3510622577,0.6328155836,1,401,521,119
107,522,0.4349162011,0.3510622577,0.6343117905,1,402,522,119
107,523,0.4377094972,0.3510622577,0.6184976795,1,403,523,119
107,524,0.4405027933,0.3510622577,0.5978978796,1,404,524,119
107,525,0.4432960894,0.3510622577,0.6002021789,1,405,525,119
107,526,0.4460893855,0.3510622577,0.5790040450,1,406,526,119
107,527,0.4488826816,0.3510622577,0.5737748150,1,407,527,119
107,528,0.4516759777,0.3510622577,0.5779928097,1,408,528,119
107,529,0.4544692737,0.3510622577,0.5768873722,1,409,529,119
107,530,0.4572625698,0.3510622577,0.5710949913,1,410,530,119
107,531,0.4600558659,0.3510622577,0.5550652068,1,411,531,119
107,532,0.4628491620,0.3510622577,0.5521154637,1,412,532,119
107,533,0.4656424581,0.3510622577,0.5543414467,1,413,533,119
107,534,0.4684357542,0.3510622577,0.5685732470,1,414,534,119
107,535,0.4712290503,0.3510622577,0.5764781395,1,415,535,119
107,536,0.4740223464,0.3510622577,0.5830234376,1,416,536,119
107,537,0.4768156425,0.3510622577,0.6016446627,1,417,537,119
107,538,0.4796089385,0.3510622577,0.5974732727,1,418,538,119
107,539,0.4824022346,0.3510622577,0.5996321809,2,419,539,118
107,540,0.4851955307,0.3510622577,0.6072857479,1,420,540,119
107,541,0.4879888268,0.3510622577,0.6058412100,1,421,541,119
107,542,0.4907821229,0.3510622577,0.6063174510,1,422,542,119
107,543,0.4935754190,0.3510622577,0.6069314202,1,423,543,119
107,544,0.4963687151,0.3510622577,0.6016057350,1,424,544,119
107,545,0.4991620112,0.3510622577,0.5944903631,1,425,545,119
107,546,0.5019553073,0.3510622577,0.5841472193,1,426,546,119
107,547,0.5047486034,0.3510622577,0.5642172692,2,427,547,118
107,548,0.5075418994,0.3510622577,0.5718019039,2,428,548,118
107,549,0.5103351955,0.3510622577,0.5724571228,2,429,549,118
107,550,0.5131284916,0.3510622577,0.5717020205,2,430,550,118
107,551,0.5159217877,0.3510622577,0.5667279263,2,431,551,118
107,552,0.5187150838,0.3510622577,0.5678502714,2,432,552,118
107,553,0.5215083799,0.3510622577,0.5678637329,2,433,553,118
107,554,0.5243016760,0.3510622577,0.5690813596,1,434,554,119
107,555,0.5270949721,0.3510622577,0.5697726038,1,435,555,119
107,556,0.5298882682,0.3510622577,0.5792831691,1,436,556,119
107,557,0.5326815642,0.3510622577,0.5795663332,1,437,557,119
107,558,0.5354748603,0.3510622577,0.5835032224,1,438,558,119
107,559,0.5382681564,0.3510622577,0.5953882899,1,439,559,119
107,560,0.5410614525,0.3510622577,0.6064102684,1,440,560,119
107,561,0.5438547486,0.3510622577,0.6206933653,1,441,561,119
107,562,0.5466480447,0.3510622577,0.6140288414,1,442,562,119
107,563,0.5494413408,0.3510622577,0.6156910470,1,443,563,119
107,564,0.5522346369,0.3510622577,0.6207889867,1,444,564,119
107,565,0.5550279330,0.3510622577,0.6258000003,1,445,565,119
107,566,0.5578212291,0.3510622577,0.6271914949,1,446,566,119
107,567,0.5606145251,0.3510622577,0.6271526306,1,447,567,119
107,568,0.5634078212,0.3510622577,0.6283385395,1,448,568,119
107,569,0.5662011173,0.3510622577,0.6333387031,1,449,569,119
107,570,0.5689944134,0.3510622577,0.6540604955,1,450,570,119
107,571,0.5717877095,0.3510622577,0.6649509358,1,451,571,119
107,572,0.5745810056,0.3510622577,0.6722892047,1,452,572,119
107,573,0.5773743017,0.3510622577,0.6743475735,1,453,573,119
107,574,0.5801675978,0.3510622577,0.6749296560,1,454,574,119
107,575,0.5829608939,0.3510622577,0.6784962441,1,455,575,119
107,576,0.5857541899,0.3510622577,0.6732989353,1,456,576,119
107,577,0.5885474860,0.3510622577,0.6706344093,1,457,577,119
107,578,0.5913407821,0.3510622577,0.6581446044,1,458,578,119
107,579,0.5941340782,0.3510622577,0.6538751576,1,459,579,119
107,580,0.5969273743,0.3510622577,0.6586543888,1,460,580,119
107,581,0.5997206704,0.3510622577,0.6702299582,1,461,581,119
107,582,0.6025139665,0.3510622577,0.6755983165,1,462,582,119
107,583,0.6053072626,0.3510622577,0.6811112292,1,463,583,119
107,584,0.6081005587,0.3510622577,0.6798633918,1,464,584,119
107,585,0.6108938547,0.3510622577,0.6777039897,1,465,585,119
107,586,0.6136871508,0.3510622577,0.6762625230,1,466,586,119
107,587,0.6164804469,0.3510622577,0.6914245308,1,467,587,119
107,588,0.6192737430,0.3510622577,0.6943881464,1,468,588,119
107,589,0.6220670391,0.3510622577,0.6822953703,1,469,589,119
107,590,0.6248603352,0.3510622577,0.6788060233,1,470,590,119
107,591,0.6276536313,0.3510622577,0.6779252579,1,471,591,119
107,592,0.6304469274,0.3510622577,0.7002647907,1,472,592,119
107,593,0.6332402235,0.3510622577,0.6989583913,1,473,593,119
107,594,0.6360335196,0.3510622577,0.6989852905,1,474,594,119
107,595,0.6388268156,0.3510622577,0.7014024349,1,475,595,119
107,596,0.6416201117,0.3510622577,0.7022694480,1,476,596,119
107,597,0.6444134078,0.3510622577,0.7015492917,1,477,597,119
107,598,0.6472067039,0.3510622577,0.7006273891,1,478,598,119
107,599,0.6500000000,0.3510622577,0.6959798766,1,479,599,119
109,510,0.4013966480,0.2771566688,0.4547357562,1,390,510,119
109,511,0.4041899441,0.2771566688,0.4586465837,1,391,511,119
109,512,0.4069832402,0.2771566688,0.4614805807,1,392,512,119
109,513,0.4097765363,0.2771566688,0.4846903114,1,393,513,119
109,514,0.4125698324,0.2771566688,0.4832110626,1,394,514,119
109,515,0.4153631285,0.2771566688,0.4942994208,1,395,515,119
109,516,0.4181564246,0.2771566688,0.4991705643,1,396,516,119
109,517,0.4209497207,0.2771566688,0.4924726198,1,397,517,119
109,518,0.4237430168,0.2771566688,0.4954660517,1,398,518,119
109,519,0.4265363128,0.2771566688,0.4886553008,1,399,519,119
109,520,0.4293296089,0.2771566688,0.4847978605,1,400,520,119
109,521,0.4321229050,0.2771566688,0.4833495488,1,401,521,119
109,522,0.4349162011,0.2771566688,0.4844654463,1,402,522,119
109,523,0.4377094972,0.2771566688,0.4869990340,1,403,523,119
109,524,0.4405027933,0.2771566688,0.4885191107,1,404,524,119
109,525,0.4432960894,0.2771566688,0.4905994667,1,405,525,119
109,526,0.4460893855,0.2771566688,0.4920995391,1,406,526,119
109,527,0.4488826816,0.2771566688,0.5001591383,1,407,527,119
109,528,0.4516759777,0.2771566688,0.5101026832,2,408,528,118
109,529,0.4544692737,0.2771566688,0.5152595223,1,409,529,119
109,530,0.4572625698,0.2771566688,0.5372902506,1,410,530,119
109,531,0.4600558659,0.2771566688,0.5568831505,1,411,531,119
109,532,0.4628491620,0.2771566688,0.5586736543,2,412,532,118
109,533,0.4656424581,0.2771566688,0.5736846120,2,413,533,118
109,534,0.4684357542,0.2771566688,0.5835625848,2,414,534,118
109,535,0.4712290503,0.2771566688,0.6066529315,1,415,535,119
109,536,0.4740223464,0.2771566688,0.6267143041,1,416,536,119
109,537,0.4768156425,0.2771566688,0.6414139941,1,417,537,119
109,538,0.4796089385,0.2771566688,0.6483873347,1,418,538,119
109,539,0.4824022346,0.2771566688,0.6511254896,2,419,539,118
109,540,0.4851955307,0.2771566688,0.6552480692,1,420,540,119
109,541,0.4879888268,0.2771566688,0.6667991439,2,421,541,118
109,542,0.4907821229,0.2771566688,0.6679890327,1,422,542,119
109,543,0.4935754190,0.2771566688,0.6646270295,1,423,543,119
109,544,0.4963687151,0.2771566688,0.6666221444,1,424,544,119
109,545,0.4991620112,0.2771566688,0.6766506727,1,425,545,119
109,546,0.5019553073,0.2771566688,0.6746388797,2,426,546,118
109,547,0.5047486034,0.2771566688,0.6716381002,2,427,547,118
109,548,0.5075418994,0.2771566688,0.6729013469,2,428,548,118
109,549,0.5103351955,0.2771566688,0.6663125502,2,429,549,118
109,550,0.5131284916,0.2771566688,0.6582918107,2,430,550,118
109,551,0.5159217877,0.2771566688,0.6575126679,2,431,551,118
109,552,0.5187150838,0.2771566688,0.6562101146,2,432,552,118
109,553,0.5215083799,0.2771566688,0.6569786023,2,433,553,118
109,554,0.5243016760,0.2771566688,0.6503025499,2,434,554,118
109,555,0.5270949721,0.2771566688,0.6461195350,2,435,555,118
109,556,0.5298882682,0.2771566688,0.6486642602,2,436,556,118
109,557,0.5326815642,0.2771566688,0.6583854676,2,437,557,118
109,558,0.5354748603,0.2771566688,0.6456803433,2,438,558,118
109,559,0.5382681564,0.2771566688,0.6378788406,2,439,559,118
109,560,0.5410614525,0.2771566688,0.6281914597,2,440,560,118
109,561,0.5438547486,0.2771566688,0.6297969200,3,441,561,117
109,562,0.5466480447,0.2771566688,0.6325274895,3,442,562,117
109,563,0.5494413408,0.2771566688,0.6319783735,3,443,563,117
109,564,0.5522346369,0.2771566688,0.6269976672,3,444,564,117
109,565,0.5550279330,0.2771566688,0.6261717309,3,445,565,117
109,566,0.5578212291,0.2771566688,0.6246626262,2,446,566,118
109,567,0.5606145251,0.2771566688,0.6347816700,2,447,567,118
109,568,0.5634078212,0.2771566688,0.6346297445,2,448,568,118
109,569,0.5662011173,0.2771566688,0.6394639978,2,449,569,118
109,570,0.5689944134,0.2771566688,0.6388233162,2,450,570,118
109,571,0.5717877095,0.2771566688,0.6368568212,2,451,571,118
109,572,0.5745810056,0.2771566688,0.6345429940,2,452,572,118
109,573,0.5773743017,0.2771566688,0.6305836273,2,453,573,118
109,574,0.5801675978,0.2771566688,0.6391010746,2,454,574,118
109,575,0.5829608939,0.2771566688,0.6379750842,2,455,575,118
109,576,0.5857541899,0.2771566688,0.6341643878,2,456,576,118
109,577,0.5885474860,0.2771566688,0.6189143148,2,457,577,118
109,578,0.5913407821,0.2771566688,0.6113164692,2,458,578,118
109,579,0.5941340782,0.2771566688,0.6034909516,2,459,579,118
109,580,0.5969273743,0.2771566688,0.5968036076,2,460,580,118
109,581,0.5997206704,0.2771566688,0.5855370081,2,461,581,118
109,582,0.6025139665,0.2771566688,0.5811443901,2,462,582,118
109,583,0.6053072626,0.2771566688,0.5719139511,2,463,583,118
109,584,0.6081005587,0.2771566688,0.5636663817,1,464,584,119
109,585,0.6108938547,0.2771566688,0.5695574903,1,465,585,119
109,586,0.6136871508,0.2771566688,0.5746381381,2,466,586,118
109,587,0.6164804469,0.2771566688,0.5691071455,2,467,587,118
109,588,0.6192737430,0.2771566688,0.5653102628,2,468,588,118
109,589,0.6220670391,0.2771566688,0.5708442344,2,469,589,118
109,590,0.6248603352,0.2771566688,0.5728298021,2,470,590,118
109,591,0.6276536313,0.2771566688,0.5769785188,2,471,591,118
109,592,0.6304469274,0.2771566688,0.5935862247,2,472,592,118
109,593,0.6332402235,0.2771566688,0.5951321430,2,473,593,118
109,594,0.6360335196,0.2771566688,0.6012835390,2,474,594,118
109,595,0.6388268156,0.2771566688,0.5995777383,2,475,595,118
109,596,0.6416201117,0.2771566688,0.5836906925,2,476,596,118
109,597,0.6444134078,0.2771566688,0.5824350443,2,477,597,118
109,598,0.6472067039,0.2771566688,0.5808682953,2,478,598,118
109,599,0.6500000000,0.2771566688,0.5837803819,2,479,599,118
113,510,0.4013966480,0.2922334298,0.3739273870,4,390,510,116
113,511,0.4041899441,0.2922334298,0.3730695733,4,391,511,116
113,512,0.4069832402,0.2922334298,0.3793909120,5,392,512,115
113,513,0.4097765363,0.2922334298,0.3710084156,4,393,513,116
113,514,0.4125698324,0.2922334298,0.3798497401,4,394,514,116
113,515,0.4153631285,0.2922334298,0.3805351767,4,395,515,116
113,516,0.4181564246,0.2922334298,0.3773476862,4,396,516,116
113,517,0.4209497207,0.2922334298,0.3754802938,4,397,517,116
113,518,0.4237430168,0.2922334298,0.3877116554,4,398,518,116
113,519,0.4265363128,0.2922334298,0.4067091304,4,399,519,116
113,520,0.4293296089,0.2922334298,0.4455689493,4,400,520,116
113,521,0.4321229050,0.2922334298,0.4836665458,4,401,521,116
113,522,0.4349162011,0.2922334298,0.5148449200,2,402,522,118
113,523,0.4377094972,0.2922334298,0.5382397208,4,403,523,116
113,524,0.4405027933,0.2922334298,0.5632496023,4,404,524,116
113,525,0.4432960894,0.2922334298,0.5726369136,4,405,525,116
113,526,0.4460893855,0.2922334298,0.5779778461,5,406,526,115
113,527,0.4488826816,0.2922334298,0.5790079143,5,407,527,115
113,528,0.4516759777,0.2922334298,0.5796306112,5,408,528,115
113,529,0.4544692737,0.2922334298,0.5737140641,5,409,529,115
113,530,0.4572625698,0.2922334298,0.5645770792,5,410,530,115
113,531,0.4600558659,0.2922334298,0.5768846911,5,411,531,115
113,532,0.4628491620,0.2922334298,0.5831852968,5,412,532,115
113,533,0.4656424581,0.2922334298,0.5730366287,5,413,533,115
113,534,0.4684357542,0.2922334298,0.5762078620,5,414,534,115
113,535,0.4712290503,0.2922334298,0.5658603572,5,415,535,115
113,536,0.4740223464,0.2922334298,0.5474789722,2,416,536,118
113,537,0.4768156425,0.2922334298,0.5537410324,2,417,537,118
113,538,0.4796089385,0.2922334298,0.5496830491,2,418,538,118
113,539,0.4824022346,0.2922334298,0.5496413661,2,419,539,118
113,540,0.4851955307,0.2922334298,0.5552690412,2,420,540,118
113,541,0.4879888268,0.2922334298,0.5580474056,2,421,541,118
113,542,0.4907821229,0.2922334298,0.5767939157,2,422,542,118
113,543,0.4935754190,0.2922334298,0.5729649885,2,423,543,118
113,544,0.4963687151,0.2922334298,0.5774527398,2,424,544,118
113,545,0.4991620112,0.2922334298,0.5833642800,2,425,545,118
113,546,0.5019553073,0.2922334298,0.5846780595,2,426,546,118
113,547,0.5047486034,0.2922334298,0.5816157118,2,427,547,118
113,548,0.5075418994,0.2922334298,0.5889949128,2,428,548,118
113,549,0.5103351955,0.2922334298,0.5907458600,2,429,549,118
113,550,0.5131284916,0.2922334298,0.5880612282,2,430,550,118
113,551,0.5159217877,0.2922334298,0.5919989831,2,431,551,118
113,552,0.5187150838,0.2922334298,0.5898983974,2,432,552,118
113,553,0.5215083799,0.2922334298,0.5942116641,2,433,553,118
113,554,0.5243016760,0.2922334298,0.5920841607,2,434,554,118
113,555,0.5270949721,0.2922334298,0.5996853712,2,435,555,118
113,556,0.5298882682,0.2922334298,0.5946696952,2,436,556,118
113,557,0.5326815642,0.2922334298,0.5933947973,2,437,557,118
113,558,0.5354748603,0.2922334298,0.5929998042,2,438,558,118
113,559,0.5382681564,0.2922334298,0.5877187554,2,439,559,118
113,560,0.5410614525,0.2922334298,0.5637625562,2,440,560,118
113,561,0.5438547486,0.2922334298,0.5634192347,2,441,561,118
113,562,0.5466480447,0.2922334298,0.5649220338,2,442,562,118
113,563,0.5494413408,0.2922334298,0.5665263670,1,443,563,119
113,564,0.5522346369,0.2922334298,0.5624034844,2,444,564,118
113,565,0.5550279330,0.2922334298,0.5668299299,1,445,565,119
113,566,0.5578212291,0.2922334298,0.5733120173,1,446,566,119
113,567,0.5606145251,0.2922334298,0.5760400083,1,447,567,119
113,568,0.5634078212,0.2922334298,0.5641893405,1,448,568,119
113,569,0.5662011173,0.2922334298,0.5650782347,1,449,569,119
113,570,0.5689944134,0.2922334298,0.5684279498,1,450,570,119
