date,target,strong_1,strong_2,strong_3,medium_1,medium_2,medium_3,medium_4,weak_1,weak_2,weak_3,weak_4,noise_1,noise_2,noise_3,noise_4
2008-11,-0.4861925831,1.2225279132,0.2586846532,-0.4770642698,-0.1112905064,-1.1139134707,0.4166176102,1.1320358289,-0.2491308959,0.0650185322,0.1029560557,-0.1845894204,-0.0994797070,-1.5322864636,2.1597385758,-1.1804628203
2008-12,0.8966514247,0.3372262006,0.3318575076,-0.6561326652,-0.3809725889,-1.1073659352,0.3601945111,2.1883316041,-0.5122626456,-1.3801387910,-0.0588111194,-0.6262463079,-0.8476878643,-0.8730981523,0.1199496963,-1.2549125145
2009-01,0.2576667515,-0.0430562211,1.4706551297,1.0224185673,-0.2410698231,-1.8949802981,0.4000693792,0.9799330081,0.1858251094,-1.1993026233,0.2554168596,0.4556582439,-0.1749457024,0.0578375737,1.1832457487,-0.1033083818
2009-02,0.2276181208,-0.4670852237,-1.0665556478,0.1142665761,-0.2909418404,-0.8387334274,1.9950074363,-0.2489058377,-1.1454244249,-1.2636637050,-2.1393832607,0.0495471215,0.6087936541,-1.5679766999,-0.3630139864,-0.8423198428
2009-03,1.0934109459,-0.1308371632,-0.6385524265,0.6893398557,-1.0134635170,1.8783058474,2.3434480742,-0.9879405587,-1.1383521903,-0.3409134242,0.2329509886,1.2118628192,-1.4712131703,-0.0445046193,1.3973522715,0.9536389685
2009-04,0.5564186282,0.5432941740,0.5938112764,2.4275437469,-0.3629310348,-0.4012390703,-1.2678667730,0.3705403289,-0.9595564452,0.5176377246,-0.1413320578,0.6987708794,-0.2127387580,-0.1417208242,0.1680255678,2.7509719724
2009-05,1.2715618520,0.5354812144,0.7893395136,0.0886779648,-0.6507353819,-2.1957188429,0.2443686657,0.1401557924,1.1039306099,0.3777964139,0.8612841759,-0.6562284376,-1.2965588743,-0.8840992045,-0.2177478970,0.1706912935
2009-06,0.2751738418,0.3861405836,-0.0671517235,0.0200089736,-0.6309698173,-0.1505321371,0.7279236191,-0.0910040187,0.5427382572,-1.9143016939,0.3580205789,-1.8503244414,0.1327637661,-0.3922376677,-1.2380129766,-0.3999847962
2009-07,1.7209583518,1.3720923884,-0.2207776730,0.4103556183,0.1519286002,1.2831683736,0.6394448879,0.0486500857,0.2796245096,-0.7255987820,-1.3633183578,0.3922201395,2.1111046140,1.6634824307,-0.4734499336,0.8034208270
2009-08,1.2893232855,-0.2521305327,1.4936689381,0.5621042718,0.1589672777,-0.0608233602,0.4813826983,0.8017708456,1.0550618561,-1.1080311065,-0.7688405434,0.6337921001,0.5566958333,0.9067937571,-1.8644741151,-0.7481699173
2009-09,0.8467252372,0.7301594433,1.3549039944,-0.8565598747,0.5914377515,0.6689508191,0.9947463846,0.0472333332,0.6334173798,0.5503069154,-0.3661496196,-0.8950547120,-0.0960682125,-0.2942332710,0.3213186036,-0.0499909317
2009-10,-1.1108545305,0.6501680217,0.8800296410,0.7653027347,-1.0456680209,1.2919498852,0.3629197617,-0.9175256767,-0.9607676623,1.9917397088,0.9562938178,-2.4759841170,0.4559419936,3.1001639348,0.3282750013,0.8862133365
2009-11,-0.5661788590,-0.4565782799,1.3502145969,0.2469763854,0.1690610686,0.2221679369,0.0962487656,1.0588357580,0.0335794995,0.2970755690,-0.6353586465,1.5510506674,-1.6057828476,-1.0241010844,-0.2039684341,1.4232022643
2009-12,-2.0763022146,-0.8747476261,0.3254358611,-1.8351559876,0.0106524126,0.7883437113,-1.4076465246,-0.1167001063,0.9724558547,0.2215775603,-0.4324978779,0.0708398458,-0.1254937111,-0.9791660041,-0.8074868811,0.5507256849
2010-01,-2.8203388777,2.0553195120,-0.4845042906,-0.9115116686,0.2606516077,0.3332542752,0.8001092227,-0.7926494363,0.2483664808,-0.1295074523,-0.6100751363,-0.8648479394,-1.8054412197,2.3751501193,-1.5583475342,-1.5270853437
2010-02,0.0687295202,0.6015382668,0.1274114099,0.0585491731,-0.4580415770,0.9500408726,-0.5275958231,-1.6130272116,1.1259748468,1.5135563390,1.1622571576,-1.3302554187,-0.3238991018,3.2163248940,-0.8612534008,-0.2034964874
2010-03,0.3621314209,-0.0794167473,-0.2879068669,0.1062969462,-1.0625085688,1.8551973582,-1.2090839873,-0.7477111931,1.4933317483,-0.1622181299,0.4546867663,-0.2381522715,-1.0531405163,-0.3822557409,0.2959952847,-0.5561291412
2010-04,-0.4370863938,-0.4572363584,0.3251287881,-0.6760769504,-0.4531331751,1.0066963804,0.1305342375,-0.1618357253,1.7149478644,-0.1851627423,-1.6690956663,0.4560756786,-0.9276480338,0.0542501410,1.1095234757,0.4183748067
2010-05,-0.9873320431,-0.9756798755,-0.2092607673,-0.6999236674,1.1787165117,-0.0170083295,1.0600804547,1.9454684231,0.3763347871,0.3983363637,-1.1401058576,-1.0562544373,0.4798532789,-0.4463019631,-0.9054764960,0.6427716004
2010-06,-1.7168290272,1.0816632434,0.3399478537,-0.5773610193,1.6090655020,0.1808354456,0.1029650103,1.3819430717,-1.0540426073,-0.1983955545,-0.7602584448,1.2304404768,0.1266736831,-0.4355342893,1.6005845325,-0.5815700271
2010-07,-0.3397584769,1.0292075494,-0.0378490211,-0.5350338239,1.3358032907,0.2529872902,-0.9300315910,-0.2486694001,-0.2131179288,2.2461715688,-0.4630592839,-1.2728439315,-1.1652775884,-0.1770235429,-0.9159019244,0.6612712873
2010-08,-0.6449581382,-0.3871963115,0.7638970369,-1.0596781236,-1.9958142585,0.5616577301,0.1310021705,0.3504358346,0.8981426252,-1.3988066698,0.5192168454,-1.1295056143,0.1446453810,0.2763389616,-0.8738236964,-0.3566895016
2010-09,-2.6941314372,0.9870202870,1.3535602160,0.2256060352,1.0660521666,1.1136249011,0.8430008431,-0.5845879520,0.8195791946,-1.1228414703,0.1698488290,-0.1336911017,2.5724336900,0.6648458703,0.2244391530,-0.4469122161
2010-10,-0.6472237976,-0.2694210156,-0.5264208097,0.9658572305,0.6324948052,1.8610713679,1.6909421993,0.5322981768,0.0191910901,-0.7281065640,0.6750527270,1.7444536190,1.1299319088,0.3497015034,-0.1686079291,0.1999439869
2010-11,0.2531756896,-0.1492136567,1.3446176352,-0.0509528520,-0.3874031541,-0.5416172616,-0.2234754681,-0.1183060200,-1.5171809621,0.4595663884,-0.0891987765,0.9282316553,0.4213702964,0.0559572713,-0.3640053165,-0.9853583629
2010-12,-1.4259772614,1.4311218846,-0.0605439983,-2.3573729284,-0.9853635093,-0.2323207249,0.1393319281,1.3588578909,1.0822783983,1.3447463542,-0.4943582937,-0.4678224925,-1.3415824827,0.7751308824,-0.2487873727,1.4741203888
2011-01,-0.2522484724,1.5813538297,-2.3554902738,-0.6632753552,-2.0135253796,-0.8285594046,0.5697297661,-0.9725852819,-0.3038690344,-0.0709421607,-0.4847639849,-0.3220477520,-0.4613208168,0.1228899645,-0.7694138144,0.6241857226
2011-02,1.9345178660,-0.0071696318,-1.2498810846,-0.5801714042,-1.8638025267,-0.7870691206,0.5419367210,0.6515628335,0.8702683012,-1.0968146711,1.5271890476,-0.0324626164,0.7634410636,1.6164500779,0.6468882830,0.7874112492
2011-03,2.1635620203,0.4794867129,1.2188700318,-0.3967549981,-2.2576388383,0.3933796325,0.5884331225,-1.4163427111,-0.9201538072,0.4962233270,0.3304917389,0.8653380211,-1.2744255844,1.6819790588,0.7354737658,0.9932181022
2011-04,-1.6527210085,-0.8839304932,0.6912043563,-1.3053588664,0.8221484230,1.1063157984,0.1830491353,-0.2329520631,-0.6055405072,-1.1524103795,-1.3124725296,-1.6327180287,-2.8806963999,2.4172080032,-1.2325877912,0.7407949001
2011-05,-2.0475453452,-0.8922767000,-0.1051529376,-0.5035771687,0.0635267714,-0.0024549672,-1.4884863671,0.3125999043,0.2800533657,-0.9221102076,-0.4648147879,-1.3817406282,-2.1418821117,-0.7163638487,-0.7599797812,-1.1488438695
2011-06,-1.7087493116,0.2891402326,0.1710469949,0.3679352355,-0.6497477188,0.9028063791,0.1611048139,-0.5730876603,-0.0271177703,-0.9028808044,-0.3592273954,0.4124469648,-1.4236537533,-2.0792690918,-0.3407127649,-0.5904509475
2011-07,-0.7657662011,0.6137516662,0.4871242835,1.3041391760,2.3341208967,1.5724834408,0.1178755428,-1.2492792026,-0.0468169460,0.1391276057,0.1797706270,1.1015845778,1.5181291090,-0.2177137755,-1.1792423681,-0.8152832443
2011-08,1.3581857737,-0.3487475428,-0.6509218597,-0.1475143626,0.6414118291,-1.0546927627,0.7762044149,-0.3042465875,-0.7111496739,0.1998422960,1.0978055593,1.8511329988,2.5086797090,-2.5325963713,0.4778218841,-0.3805573889
2011-09,0.8027669458,-1.1009737191,0.6569297910,-0.6931423494,0.9425542538,-2.0386387225,-0.0945493369,-0.6485297599,0.2642214931,2.5011255476,-0.3120049486,0.9744518983,1.1884344175,0.4475709611,-1.2835566498,0.1193746544
2011-10,-0.9433948215,0.2813464067,-0.0257861152,-0.3117919434,1.2330729720,1.2643407723,2.1274215003,1.4603968536,0.6832229056,0.2779495804,0.3890530236,0.1590722362,0.1442223856,-0.5681992041,-2.4486024715,-0.8326758945
2011-11,0.1391088401,1.2179175208,-0.2066758776,0.3176693801,-0.1952458346,0.9174715664,1.0794107556,1.3586667516,1.0096445267,-0.7425427540,1.5333845177,-0.4294218040,1.5388743366,1.6686140782,-1.5174773746,-1.4292938463
2011-12,1.1612356840,0.6128191164,-0.3021422938,1.3106889862,-0.6127451568,0.2971388086,1.3814430700,-0.9155275375,0.1783639374,0.5574328746,1.8411407817,0.0897328405,0.3761416307,0.6220569140,-0.8938527952,-0.1233218785
2012-01,2.4421976080,0.0435080155,-2.5599084683,-0.5245364229,-0.7174022952,1.6073526487,0.7639115555,1.3842479101,1.7184571756,1.9565056986,1.5012804264,0.8840887676,1.1411140403,0.1756385461,-0.3885826261,-1.1142428989
2012-02,1.6179889240,-0.3794978060,-0.3004246352,-0.6116189717,0.6726768035,0.3448825165,0.1066771525,0.9111508118,1.5187267677,-0.9666844127,0.9393778958,0.4466646978,2.1149318145,1.0190428296,0.5639853122,0.0415229479
2012-03,0.4395921299,-0.3002889801,0.4620184017,-0.3643979944,0.4862023333,-1.0493817468,-0.3108324351,-1.6730260892,1.2238412274,-0.3949304421,-1.1917086436,-0.9622602834,1.9134051546,-0.2193104719,-0.2203566027,-0.2966200032
2012-04,0.9040436613,0.0195773263,-0.2301532265,0.9321965413,0.5859572013,-0.2204580948,-0.7445688751,0.9931200776,0.8738913990,2.1293593999,-0.6539868967,-1.7671164243,1.4865269483,0.5599944677,-1.0051072448,-1.1791908477
2012-05,1.2648320048,0.1392391309,1.2295058321,1.1829085266,-0.4899950733,0.0351487485,-1.4470655189,1.5080577351,0.9183194535,-0.1673443281,-0.5860652773,-1.3729745794,1.0297466419,1.4044297125,0.1073668378,1.3468673462
2012-06,-0.5935772929,0.9839359226,-0.5834617056,1.7109133802,-0.9757596151,0.2450173334,0.4735182463,0.2746904687,0.3507885750,0.3589718506,-0.8235903710,-0.3315272960,0.2011254394,2.2624418888,0.7782605693,-0.0515679837
2012-07,1.4233567088,0.3197875668,2.8599577054,-1.4757469790,1.2264420958,-1.8113351810,0.1429191651,-0.3857655585,-0.2682064973,-0.1283885115,-1.2947398135,-1.6610595774,-1.4704628949,0.8205962300,-1.4410884490,0.4083986417
2012-08,0.3946077038,-0.6120462703,0.4859917814,-0.0227160743,-1.4061568343,0.6921035614,0.8417067678,1.5922123242,0.0400539212,1.0629593271,-1.6575343901,-0.7044182362,-0.3434450994,1.5315197282,-0.9327342744,0.5919746959
2012-09,-1.6852152822,-1.6137110526,0.0090639601,1.2074084950,-1.5676682314,-0.0657223525,0.9480044859,-0.1048960969,0.3854238528,0.9143862434,-1.3269157485,-0.5036956676,-0.8078648839,-0.2003518690,0.3142091048,1.0811421460
2012-10,-1.2875974213,0.6957261722,-0.4576749991,-1.0867221322,-2.3221021185,-1.2955405923,0.0514447639,-2.4592758643,0.5801453468,0.2167094431,-0.4450138010,-1.1031529237,-0.3581245021,-0.4885926538,0.3599144458,0.4058388026
2012-11,-0.0770210132,0.5241142025,-0.3289124920,1.3340423122,-2.3172171912,-0.2745850973,-0.0118240744,-0.2992127336,1.9113430157,-0.4463798665,2.2546415329,0.8840329707,-0.7200225420,0.8508330977,-0.1470919436,0.6352640330
2012-12,1.4331541488,1.0319975111,0.4234104803,-0.4748887529,-2.5286750691,-0.4800188621,-0.9476594052,-0.1257216344,0.8769450775,-0.3130468088,-0.1218272662,-0.1487165335,2.1370032534,0.5275068278,1.2348358621,0.1244840566
2013-01,-0.5363654776,0.6978356429,-0.3841677894,-0.6366110333,-0.7103835888,1.3082507237,-1.5379780537,-1.0566722513,0.5163433974,0.2636411977,-0.3872234281,0.0161998742,0.3800830373,1.2513292581,-0.9087032153,0.1603324824
2013-02,-0.7840945863,0.1708646907,-1.3340161321,-2.0701462045,0.2739949162,-0.1732563377,-0.1173513100,-0.0824531670,-1.0434888609,0.5971787069,1.4613998496,-0.4860948892,-0.2546574144,0.8627989750,-1.7168132457,0.0221192635
2013-03,0.5680692086,0.7764016077,-0.8911824006,-0.1146790890,-0.5166672226,0.3333972290,1.0314616836,-0.7309825930,-2.3599375214,0.5640115387,2.3067263845,0.6717775829,0.8852505874,-2.9032265728,0.9325199961,1.7850291123
2013-04,1.1538380115,1.9230944066,-1.3919191414,0.7864672729,-1.1762436940,0.6556883457,0.0302940582,-0.5527699584,0.9022885906,1.1944314959,0.0797151120,-0.2748538736,-1.3722040776,-1.3390497388,-0.9512405696,0.0646884553
2013-05,2.4891477287,-1.5060923096,1.0713685847,-0.8265659621,-0.1406406478,0.3284154059,-0.8529429811,1.2551709080,1.7236951908,0.4748206008,-0.6605140389,-1.2857702897,-1.7467562261,0.2146425311,-1.1250260648,-0.0778558203
2013-06,-1.8505256349,-0.4061910171,1.5806889432,0.8930857082,-0.5646759176,0.8361320144,1.7372510457,0.6243034153,-0.1811901902,0.6977884763,0.2154734337,0.7973433605,0.1422603521,-0.5954621909,-0.5965436095,-0.5980877978
2013-07,-1.7684953001,0.1210997579,-0.4301207949,0.3595631069,-1.5956882971,-0.7210341446,1.4089094386,1.4905529160,1.4703432672,1.1837291967,0.8152116101,-0.2969904479,0.4341870974,-1.5269772215,0.2871527961,0.6901690074
2013-08,-0.5850039350,1.3510006113,-0.5818435711,0.1920644266,-0.5129734775,0.0107973228,1.3178152433,1.2661215631,1.0769942324,1.7957604445,0.0654325287,-0.7801630641,-0.1941513267,-0.6070961234,-0.1796555303,-0.1604487764
2013-09,1.5618223133,-0.8005347399,-0.9868457895,-0.1604807987,0.1243906208,-0.6415153288,-1.6208673062,-0.3988646923,0.1645260259,0.5291509321,-1.4091087236,-0.4008741969,-0.6841633860,0.6901484256,0.3071835747,0.4927618232
2013-10,-0.4412758978,-1.2676009190,-0.9114747287,0.7699361638,-1.9618241436,-2.1849806729,-0.9983707611,1.1923719088,-0.1796070520,0.3811498753,-0.5635627121,-0.3698959748,0.9426235307,-1.9945665108,1.0316200369,-0.4174288034
2013-11,-0.7176362120,1.2348700437,1.5008419542,-0.8400374172,-0.6095029379,-1.1302104717,2.4893961417,0.0441349684,-0.7097735187,-0.8965268815,0.8390963821,0.7874832801,1.1693643329,-0.3541910096,0.5782267347,-1.1840517538
2013-12,0.0749381413,1.5706922568,-0.2752104454,-1.4974121244,-1.0453653162,0.0823007349,0.7488389372,-2.3073885820,1.1855967404,0.4562966144,-1.0767055973,-0.0171081316,-1.4397527291,0.1258406240,-2.2766012413,-0.3363341843
2014-01,1.3107395412,-0.5969015578,-1.5270922891,0.2123359752,-0.1495869445,-0.8698316510,-0.6196833274,-0.0253261965,0.7254990710,-0.1966402630,-0.1321927521,-1.0287692235,0.7501226886,-1.2699293011,-0.1662522038,-1.1644192695
2014-02,1.7278613192,-0.0797058708,0.8765104762,-0.9918741526,-0.2424658230,-0.4094407037,1.7896929831,-1.7778085314,-0.3493012994,0.0954464172,0.9018960876,-1.3902476230,0.5443885387,0.6437331309,-0.2900713226,-0.2468685374
2014-03,1.4969634506,-1.0875184230,-0.6982219748,-1.5687973113,-0.1604113792,-0.4039613446,-0.3350632553,-0.5079946569,-0.2116131709,0.3382708512,-0.3693158793,0.8176403917,0.6887967738,-0.3205637368,-0.3582104105,0.3062335432
2014-04,-0.3928138022,-1.1570788269,0.1354903569,-0.9784760062,2.3337268138,-0.6689798618,-1.2995532307,0.8873228765,-0.8614578416,-1.9809217637,0.3073568302,1.4080677769,0.5939711272,0.8381147958,-0.4902078549,0.3164896713
2014-05,-1.8018154111,0.6688165169,1.3602453696,0.5768334108,2.9573505054,0.0139769219,0.0263274698,3.2379751352,0.6401060581,0.5490163912,-0.2615742577,1.2560139194,0.7498015687,1.1198843807,1.4598527045,1.0231688397
2014-06,-0.6849694037,0.7962016574,-0.1914112810,-1.2103202703,1.6938726543,-2.1348130203,0.8075659442,1.6938236284,0.0640198464,-0.2551218978,0.7077917007,-0.6439347098,0.6473033423,0.0103868710,3.4698015666,1.3009247577
2014-07,1.0305637098,0.4477074096,1.6402909367,-1.1347022351,-0.3584909353,-0.6690071610,-0.0947990579,0.3311938983,2.5658210300,-0.0984362427,0.7974257808,0.8233967268,-0.2282482478,0.4515741663,3.1527173672,1.2891240150
2014-08,-0.3572284097,-0.6086702689,-0.6285538540,2.7573958620,-0.4620088923,0.5409673004,1.0705938436,0.0303501783,-0.3188384023,-0.8862734872,-1.5676799043,-1.5151640130,-0.9398978521,1.5346569036,0.5151854357,1.9623349918
2014-09,1.1578676767,0.3366263719,-0.4892634857,-0.4709269267,2.5590770672,-2.0914953963,0.2971952457,-0.6795779766,0.5362901598,0.1247024642,-1.2084578486,0.8732349776,-1.0885679999,0.9737920833,-0.3724526489,-0.0786620228
2014-10,2.8791947562,-0.1967988999,-0.9935871735,-1.1569403017,2.7271830860,-3.0124577944,-1.2721074644,1.5710231243,0.7941951008,1.1326943166,-0.8837687692,1.9195962871,1.2375186890,1.9809662825,0.8620175240,0.0804090710
2014-11,2.0045900217,-0.0201959408,0.1846678262,-1.5935393504,-0.3002380208,0.3091946729,-1.1407793400,0.8799550081,0.3142120554,1.5556247368,-0.1335016954,-0.8346906495,0.7333333805,1.9563064931,-0.2126178342,-1.3056777615
2014-12,-1.2615358283,-0.0720648319,-0.0050440044,0.5177716308,-1.6400395706,-0.8435760916,-1.3744353133,0.0783501686,1.0011266432,-0.2192910760,0.5440959096,0.5882118265,0.0388338052,0.3994296383,-0.8020557508,2.0340707732
2015-01,-1.1128270457,0.5801572057,0.3509634630,0.3269815875,0.5401136256,0.5015254279,0.6018365148,-1.5524643803,-0.9815350685,0.8582183426,-0.0834188747,0.0052378801,-0.2329172317,-0.9147720252,-1.6486573719,1.1100649388
2015-02,-0.0458148840,0.8995231672,-0.2592036214,-0.6201467015,0.4198351013,0.1235772355,0.0726896721,0.3579624953,-0.7702408596,0.4526197837,-0.4870929474,1.1121375542,-1.1184959090,-1.6836433742,0.0867153518,-0.1918112458
2015-03,0.0244579316,0.6646889661,-0.2435148318,0.4007896615,0.6029342789,1.0904263826,-0.4565507097,-1.1032784604,-0.1131381019,0.3548221572,2.7610512863,-1.2364998697,-0.8412122105,-0.6725807676,0.1145842587,-2.5826343242
2015-04,1.3248129619,1.5907364901,-0.8841579600,0.8673585916,-0.1167634744,1.3030974732,0.6834880822,0.0030589958,1.1287485568,1.4882286603,0.1847414861,-1.7132852788,-0.6561915253,-0.4080392889,0.5896099762,0.1188821252
2015-05,2.9639718680,0.8377106968,1.5302295455,0.1723641355,0.8018040185,0.3659586635,-0.1017639214,1.7841310410,0.0192748663,0.5512888150,-0.6309989660,0.0147639520,-1.9711137186,2.4333384704,-1.3359493885,-2.0386057486
2015-06,-0.4765125858,0.4664476626,0.1892987842,0.9000842632,-0.0686420989,-1.4918256443,-1.7285359410,-0.6125056252,-0.6901773244,-0.3115651222,1.2174563715,2.0455288013,0.4778328374,0.8569384043,1.0792297850,-1.1706877156
2015-07,1.3922821691,2.1432934539,0.4520166373,0.1551523833,1.3700534766,-0.8603201112,-2.4897485400,-0.7864174340,2.9454897775,1.6672487899,0.4530653088,1.1754731470,0.0815870146,-1.0946459033,1.2302290292,-0.8891040434
2015-08,1.6106855158,0.3493739800,1.7001280722,-0.5004269422,0.0533286175,0.5452767573,-1.2423001957,0.8607569723,0.3275412182,0.8625244350,-1.0825403569,0.8264425515,-0.6776746635,0.2589215652,-1.6149322014,-0.8348787401
2015-09,-1.8204427902,0.0584647804,-0.1019669034,0.2622617620,1.9309489600,2.0499324032,-0.1950457020,1.8463446668,-2.2451691817,-0.6921669793,-0.4833272798,0.4797197673,-0.9587532289,0.3212288596,0.4654859728,-1.5382206729
2015-10,-1.1284852998,-0.8855262339,0.9709361989,-0.2090331607,-0.7493936709,1.0954893956,3.4927460253,0.8831585958,-1.0305727529,-1.2937287611,0.2791217881,0.3811478742,1.2112544953,1.7171531163,-0.9710406106,0.3322988325
2015-11,-1.0292382581,-0.8936742846,0.9616633500,-0.1236535517,-0.8607493616,-1.3822896686,1.9836690676,-0.5048121792,-1.9189535339,1.0860816428,0.0245555701,1.1033535783,0.1963464208,0.4112768834,0.2177278500,2.2574618089
2015-12,-1.1057816609,0.1790828316,0.5763851307,0.9120861883,1.0050334637,0.2941543669,-0.5459731630,-0.9465997508,-0.8239761223,1.4831485782,0.2941005448,-0.5598871681,0.9414935861,1.7855853968,0.6113155636,0.7463282356
2016-01,0.1669190297,-0.5543943668,-0.2482941640,0.1181238016,-0.3253552649,-1.3167811260,-1.4297944242,-1.7267556128,-0.0119282213,-0.8506814013,1.0255010563,0.6056331569,0.8605446068,0.1256340843,0.2910562796,-1.0003477311
2016-02,0.0714748079,0.1718293804,-1.3413423005,1.7622851997,-0.1059148742,-0.1902766809,-0.0571199643,-0.5458572076,1.2919582530,-1.2550880927,0.8390101146,-0.2354785036,-0.2242519797,1.8376606261,-0.4746733574,0.4745833706
2016-03,3.7955470035,0.8418791266,-1.0782235644,-0.0538306879,-1.4936478444,-1.1828789484,1.5811332368,-0.2004453432,-0.8747383129,-0.9319874137,0.7410670833,-1.4613857197,-0.2334962693,0.3330507426,0.9801420410,-0.1850611487
2016-04,3.1519915890,-1.8982587644,0.4747239323,-0.1190573821,-1.9077053651,-0.5852220776,-0.1780909818,0.8586143542,-1.1254846517,0.7387232374,-1.0417480650,0.7641718678,-1.1033806104,0.8352439500,0.4460504377,0.2418431209
2016-05,-1.9066440358,-0.3010783033,1.7844928639,0.3497048273,-2.1383643592,-0.1291919793,-0.8403408347,0.6986020712,-1.2801714195,0.1599126564,-1.2085913149,1.1364239625,0.1066675921,0.2689692126,-0.2376085616,-0.3245168660
2016-06,-4.4526016170,-0.9664306919,0.0051389436,1.2456072726,-0.3206492550,-0.1147684633,-0.6687605949,1.2307434095,0.6843610537,0.7879657171,0.1016747208,1.8425534154,-0.9998204184,-0.6231374503,1.2683373122,0.6847166478
2016-07,-2.5530864469,0.5112435154,0.2110361971,2.1550524702,0.0222815763,-0.1011753671,-0.4770361795,3.2477849299,-0.5166708276,0.5837252379,1.2053849130,1.1891964695,0.2630261401,1.2196336526,0.8115495620,1.1336951132
2016-08,-0.2513680369,-0.2387551537,0.9371511479,-0.4598210147,-1.1557269334,1.7878981990,0.3160879695,2.1975848030,-0.9399364486,-0.2960739187,-0.3025089190,-0.0635631774,-0.4065049476,0.4670900089,-0.1420912865,0.6182654201
2016-09,-3.1371714918,-1.0903643595,-0.5943399026,-0.9188959224,-0.4274150572,1.4736689052,-0.6160302142,0.3214193170,0.6725475458,1.1827795864,-0.0508211176,1.0739211240,-0.3459106518,-1.1350619528,0.0208097475,-1.7160548413
2016-10,-2.6513367385,-1.7960947802,0.0295271583,0.5055618767,0.7340321602,1.0073675483,-0.6462406368,-1.7272230431,1.2255761498,-0.5899923615,-0.7133684340,0.3328033936,-0.7328701772,0.0298510091,0.2263307312,0.0742932718
2016-11,-1.4464832025,0.4547031425,0.8639434767,0.0302375611,1.6604276287,1.7485269250,0.0959304396,0.2104725871,0.4828169910,-0.0890752056,1.9272161112,-1.3745256073,-1.1669283424,0.0953139733,0.8822314733,-1.3429849998
2016-12,0.2812389381,-0.4276830603,-0.0759355667,-0.0969880054,0.4256160931,0.3563441007,-0.0293390574,-0.6695328157,1.0363457735,-1.2530423442,-0.3932770368,0.1755188605,-0.2004680096,-1.4667741161,-0.6699340314,-0.2159819806
2017-01,0.0034258944,-0.8549782672,0.1670734585,0.8855130986,0.6237039508,-0.0421458916,0.0096775953,0.4018267223,1.3715836563,0.1659370750,0.8256326805,1.7536302028,-1.1336732645,-0.9489177015,0.5808776571,-0.9044338933
2017-02,-0.2329123393,1.3514147940,0.2224392388,0.2706149673,0.8472520651,0.3881437373,-0.0734825903,-1.5880901646,0.2382905844,-1.2233771006,1.8417930520,0.5293814320,1.4890661822,0.2397997278,-0.2296404839,-1.8268141049
2017-03,2.7393836195,0.6092918028,2.0918335074,0.0756981163,0.0524135371,-0.6688281202,0.0974650312,-0.1501299225,-0.7332847965,-0.8995122731,-1.3505950133,-1.0771842979,-0.5045606353,1.4627976893,-0.4213382646,1.6358499228
